generation,x,y,r,c,score
581,285.000000,195.000000,73.000000,a,73.000000
582,285.000000,195.000000,73.000000,a,73.000000
583,285.000000,195.000000,73.000000,a,73.000000
584,285.000000,195.000000,73.000000,a,73.000000
585,285.000000,195.000000,73.000000,a,73.000000
586,285.000000,195.000000,73.000000,a,73.000000
587,285.000000,195.000000,73.000000,a,73.000000
588,285.000000,195.000000,73.000000,a,73.000000
589,285.000000,195.000000,73.000000,a,73.000000
590,285.000000,195.000000,73.000000,a,73.000000
591,285.000000,195.000000,73.000000,a,73.000000
592,285.000000,195.000000,73.000000,a,73.000000
593,285.000000,195.000000,73.000000,a,73.000000
594,285.000000,195.000000,73.000000,a,73.000000
595,285.000000,195.000000,73.000000,a,73.000000
596,285.000000,195.000000,73.000000,a,73.000000
597,285.000000,195.000000,73.000000,a,73.000000
598,285.000000,195.000000,73.000000,a,73.000000
599,285.000000,195.000000,73.000000,a,73.000000
600,285.000000,195.000000,73.000000,a,73.000000
601,285.000000,195.000000,73.000000,a,73.000000
602,285.000000,195.000000,73.000000,a,73.000000
603,285.000000,195.000000,73.000000,a,73.000000
604,285.000000,195.000000,73.000000,a,73.000000
605,285.000000,195.000000,73.000000,a,73.000000
606,285.000000,195.000000,73.000000,a,73.000000
607,285.000000,195.000000,73.000000,a,73.000000
608,285.000000,195.000000,73.000000,a,73.000000
609,285.000000,195.000000,73.000000,a,73.000000
610,285.000000,195.000000,73.000000,a,73.000000
611,285.000000,195.000000,73.000000,a,73.000000
612,285.000000,195.000000,73.000000,a,73.000000
613,285.000000,195.000000,73.000000,a,73.000000
614,285.000000,195.000000,73.000000,a,73.000000
615,285.000000,195.000000,73.000000,a,73.000000
616,285.000000,195.000000,73.000000,a,73.000000
617,285.000000,195.000000,73.000000,a,73.000000
618,285.000000,195.000000,73.000000,a,73.000000
619,285.000000,195.000000,73.000000,a,73.000000
620,285.000000,195.000000,73.000000,a,73.000000
621,285.000000,195.000000,73.000000,a,73.000000
622,285.000000,195.000000,73.000000,a,73.000000
623,285.000000,195.000000,73.000000,a,73.000000
624,285.000000,195.000000,73.000000,a,73.000000
625,285.000000,197.000000,73.000000,a,73.000000
626,285.000000,195.000000,73.000000,a,73.000000
627,285.000000,195.000000,73.000000,a,73.000000
628,285.000000,195.000000,73.000000,a,73.000000
629,285.000000,195.000000,73.000000,a,73.000000
630,285.000000,195.000000,73.000000,a,73.000000
631,285.000000,195.000000,73.000000,a,73.000000
632,285.000000,195.000000,73.000000,a,73.000000
633,285.000000,195.000000,73.000000,a,73.000000
634,285.000000,195.000000,73.000000,a,73.000000
635,285.000000,195.000000,73.000000,a,73.000000
636,285.000000,195.000000,73.000000,a,73.000000
637,285.000000,195.000000,73.000000,a,73.000000
638,285.000000,195.000000,73.000000,a,73.000000
639,285.000000,195.000000,73.000000,a,73.000000
640,285.000000,195.000000,73.000000,a,73.000000
641,285.000000,195.000000,73.000000,a,73.000000
642,285.000000,195.000000,73.000000,a,73.000000
643,285.000000,195.000000,73.000000,a,73.000000
644,285.000000,195.000000,73.000000,a,73.000000
645,285.000000,195.000000,73.000000,a,73.000000
646,285.000000,195.000000,73.000000,a,73.000000
647,285.000000,195.000000,73.000000,a,73.000000
648,285.000000,195.000000,73.000000,a,73.000000
649,285.000000,195.000000,73.000000,a,73.000000
650,285.000000,195.000000,73.000000,a,73.000000
651,285.000000,195.000000,73.000000,a,73.000000
652,285.000000,195.000000,73.000000,a,73.000000
653,285.000000,195.000000,73.000000,a,73.000000
654,285.000000,195.000000,73.000000,a,73.000000
655,285.000000,195.000000,73.000000,a,73.000000
656,285.000000,195.000000,73.000000,a,73.000000
657,285.000000,195.000000,73.000000,a,73.000000
658,285.000000,195.000000,73.000000,a,73.000000
659,285.000000,195.000000,73.000000,a,73.000000
660,285.000000,195.000000,73.000000,a,73.000000
661,285.000000,195.000000,73.000000,a,73.000000
662,285.000000,195.000000,73.000000,a,73.000000
663,285.000000,195.000000,73.000000,a,73.000000
664,285.000000,195.000000,73.000000,a,73.000000
665,285.000000,195.000000,73.000000,a,73.000000
666,285.000000,195.000000,73.000000,a,73.000000
667,285.000000,195.000000,73.000000,a,73.000000
668,285.000000,195.000000,73.000000,a,73.000000
669,285.000000,195.000000,73.000000,a,73.000000
670,285.000000,195.000000,73.000000,a,73.000000
671,285.000000,195.000000,73.000000,a,73.000000
672,285.000000,195.000000,73.000000,a,73.000000
673,285.000000,195.000000,73.000000,a,73.000000
674,285.000000,195.000000,73.000000,a,73.000000
675,285.000000,195.000000,73.000000,a,73.000000
676,285.000000,195.000000,73.000000,a,73.000000
677,285.000000,195.000000,73.000000,a,73.000000
678,285.000000,195.000000,73.000000,a,73.000000
679,285.000000,195.000000,73.000000,a,73.000000
680,285.000000,195.000000,73.000000,a,73.000000
681,285.000000,195.000000,73.000000,a,73.000000
682,285.000000,195.000000,73.000000,a,73.000000
683,285.000000,195.000000,73.000000,a,73.000000
684,285.000000,195.000000,73.000000,a,73.000000
685,285.000000,195.000000,73.000000,a,73.000000
686,285.000000,195.000000,73.000000,a,73.000000
687,285.000000,195.000000,73.000000,a,73.000000
688,285.000000,195.000000,73.000000,a,73.000000
689,285.000000,195.000000,73.000000,a,73.000000
690,285.000000,195.000000,73.000000,a,73.000000
691,285.000000,195.000000,73.000000,a,73.000000
692,285.000000,195.000000,73.000000,a,73.000000
693,285.000000,195.000000,73.000000,a,73.000000
694,285.000000,195.000000,73.000000,a,73.000000
695,285.000000,195.000000,73.000000,a,73.000000
696,285.000000,195.000000,73.000000,a,73.000000
697,285.000000,195.000000,73.000000,a,73.000000
698,285.000000,195.000000,73.000000,a,73.000000
699,285.000000,195.000000,73.000000,a,73.000000
700,285.000000,195.000000,73.000000,a,73.000000
701,285.000000,195.000000,73.000000,a,73.000000
702,285.000000,195.000000,73.000000,a,73.000000
703,285.000000,195.000000,73.000000,a,73.000000
704,285.000000,195.000000,73.000000,a,73.000000
705,285.000000,195.000000,73.000000,a,73.000000
706,285.000000,195.000000,73.000000,a,73.000000
707,285.000000,195.000000,73.000000,a,73.000000
708,285.000000,195.000000,73.000000,a,73.000000
709,285.000000,195.000000,73.000000,a,73.000000
710,285.000000,195.000000,73.000000,a,73.000000
711,285.000000,195.000000,73.000000,a,73.000000
712,285.000000,195.000000,73.000000,a,73.000000
713,285.000000,195.000000,73.000000,a,73.000000
714,285.000000,195.000000,73.000000,a,73.000000
715,285.000000,195.000000,73.000000,a,73.000000
716,285.000000,195.000000,73.000000,a,73.000000
717,285.000000,195.000000,73.000000,a,73.000000
718,285.000000,195.000000,73.000000,a,73.000000
719,285.000000,195.000000,73.000000,a,73.000000
720,285.000000,195.000000,73.000000,a,73.000000
721,285.000000,195.000000,73.000000,a,73.000000
722,285.000000,195.000000,73.000000,a,73.000000
723,285.000000,195.000000,73.000000,a,73.000000
724,285.000000,195.000000,73.000000,a,73.000000
725,285.000000,195.000000,73.000000,a,73.000000
726,285.000000,195.000000,73.000000,a,73.000000
727,285.000000,195.000000,73.000000,a,73.000000
728,285.000000,195.000000,73.000000,a,73.000000
729,285.000000,195.000000,73.000000,a,73.000000
730,285.000000,195.000000,73.000000,a,73.000000
731,285.000000,195.000000,73.000000,a,73.000000
732,285.000000,195.000000,73.000000,a,73.000000
733,285.000000,195.000000,73.000000,a,73.000000
734,285.000000,195.000000,73.000000,a,73.000000
735,285.000000,195.000000,73.000000,a,73.000000
736,285.000000,195.000000,73.000000,a,73.000000
737,285.000000,195.000000,73.000000,a,73.000000
738,285.000000,195.000000,73.000000,a,73.000000
739,285.000000,195.000000,73.000000,a,73.000000
740,285.000000,195.000000,73.000000,a,73.000000
741,285.000000,195.000000,73.000000,a,73.000000
742,285.000000,195.000000,73.000000,a,73.000000
743,285.000000,195.000000,73.000000,a,73.000000
744,285.000000,195.000000,73.000000,a,73.000000
745,285.000000,195.000000,73.000000,a,73.000000
746,285.000000,195.000000,73.000000,a,73.000000
747,285.000000,195.000000,73.000000,a,73.000000
748,285.000000,195.000000,73.000000,a,73.000000
749,285.000000,195.000000,73.000000,a,73.000000
750,285.000000,195.000000,73.000000,a,73.000000
751,285.000000,195.000000,73.000000,a,73.000000
752,285.000000,195.000000,73.000000,a,73.000000
753,285.000000,195.000000,73.000000,a,73.000000
754,285.000000,195.000000,73.000000,a,73.000000
755,285.000000,195.000000,73.000000,a,73.000000
756,285.000000,195.000000,73.000000,a,73.000000
757,285.000000,195.000000,73.000000,a,73.000000
758,285.000000,195.000000,73.000000,a,73.000000
759,285.000000,195.000000,73.000000,a,73.000000
760,285.000000,195.000000,73.000000,a,73.000000
761,285.000000,195.000000,73.000000,a,73.000000
762,285.000000,195.000000,73.000000,a,73.000000
763,285.000000,195.000000,73.000000,a,73.000000
764,285.000000,195.000000,73.000000,a,73.000000
765,285.000000,195.000000,73.000000,a,73.000000
766,285.000000,195.000000,73.000000,a,73.000000
767,285.000000,195.000000,73.000000,a,73.000000
768,285.000000,195.000000,73.000000,a,73.000000
769,285.000000,195.000000,73.000000,a,73.000000
770,285.000000,195.000000,73.000000,a,73.000000
771,285.000000,195.000000,73.000000,a,73.000000
772,285.000000,195.000000,73.000000,a,73.000000
773,285.000000,195.000000,73.000000,a,73.000000
774,285.000000,195.000000,73.000000,a,73.000000
775,285.000000,195.000000,73.000000,a,73.000000
776,285.000000,195.000000,73.000000,a,73.000000
777,285.000000,195.000000,73.000000,a,73.000000
778,285.000000,195.000000,73.000000,a,73.000000
779,285.000000,195.000000,73.000000,a,73.000000
780,285.000000,195.000000,73.000000,a,73.000000
781,285.000000,195.000000,73.000000,a,73.000000
782,285.000000,195.000000,73.000000,a,73.000000
783,285.000000,195.000000,73.000000,a,73.000000
784,285.000000,195.000000,73.000000,a,73.000000
785,285.000000,195.000000,73.000000,a,73.000000
786,285.000000,195.000000,73.000000,a,73.000000
787,285.000000,195.000000,73.000000,a,73.000000
788,285.000000,195.000000,73.000000,a,73.000000
789,285.000000,195.000000,73.000000,a,73.000000
790,285.000000,195.000000,73.000000,a,73.000000
791,285.000000,195.000000,73.000000,a,73.000000
792,285.000000,195.000000,73.000000,a,73.000000
793,285.000000,195.000000,73.000000,a,73.000000
794,285.000000,195.000000,73.000000,a,73.000000
795,285.000000,195.000000,73.000000,a,73.000000
796,285.000000,195.000000,73.000000,a,73.000000
797,285.000000,195.000000,73.000000,a,73.000000
798,285.000000,195.000000,73.000000,a,73.000000
799,285.000000,195.000000,73.000000,a,73.000000
800,285.000000,195.000000,73.000000,a,73.000000
801,285.000000,195.000000,73.000000,a,73.000000
802,285.000000,195.000000,73.000000,a,73.000000
803,285.000000,195.000000,73.000000,a,73.000000
804,285.000000,195.000000,73.000000,a,73.000000
805,285.000000,195.000000,73.000000,a,73.000000
806,285.000000,195.000000,73.000000,a,73.000000
807,285.000000,195.000000,73.000000,a,73.000000
808,285.000000,195.000000,73.000000,a,73.000000
809,285.000000,195.000000,73.000000,a,73.000000
810,285.000000,195.000000,73.000000,a,73.000000
811,285.000000,195.000000,73.000000,a,73.000000
812,285.000000,195.000000,73.000000,a,73.000000
813,285.000000,195.000000,73.000000,a,73.000000
814,285.000000,195.000000,73.000000,a,73.000000
815,285.000000,195.000000,73.000000,a,73.000000
816,285.000000,195.000000,73.000000,a,73.000000
817,285.000000,195.000000,73.000000,a,73.000000
818,285.000000,195.000000,73.000000,a,73.000000
819,285.000000,195.000000,73.000000,a,73.000000
820,285.000000,195.000000,73.000000,a,73.000000
821,285.000000,195.000000,73.000000,a,73.000000
822,285.000000,195.000000,73.000000,a,73.000000
823,285.000000,195.000000,73.000000,a,73.000000
824,285.000000,195.000000,73.000000,a,73.000000
825,285.000000,195.000000,73.000000,a,73.000000
826,285.000000,195.000000,73.000000,a,73.000000
827,285.000000,195.000000,73.000000,a,73.000000
828,285.000000,195.000000,73.000000,a,73.000000
829,285.000000,195.000000,73.000000,a,73.000000
830,285.000000,195.000000,73.000000,a,73.000000
831,285.000000,195.000000,73.000000,a,73.000000
832,285.000000,195.000000,73.000000,a,73.000000
833,285.000000,195.000000,73.000000,a,73.000000
834,285.000000,195.000000,73.000000,a,73.000000
835,285.000000,195.000000,73.000000,a,73.000000
836,285.000000,195.000000,73.000000,a,73.000000
837,285.000000,195.000000,73.000000,a,73.000000
838,285.000000,195.000000,73.000000,a,73.000000
839,285.000000,195.000000,73.000000,a,73.000000
840,285.000000,195.000000,73.000000,a,73.000000
841,285.000000,195.000000,73.000000,a,73.000000
842,285.000000,195.000000,73.000000,a,73.000000
843,285.000000,195.000000,73.000000,a,73.000000
844,285.000000,195.000000,73.000000,a,73.000000
845,285.000000,195.000000,73.000000,a,73.000000
846,285.000000,195.000000,73.000000,a,73.000000
847,285.000000,195.000000,73.000000,a,73.000000
848,285.000000,195.000000,73.000000,a,73.000000
849,285.000000,195.000000,73.000000,a,73.000000
850,285.000000,195.000000,73.000000,a,73.000000
851,285.000000,195.000000,73.000000,a,73.000000
852,285.000000,195.000000,73.000000,a,73.000000
853,285.000000,195.000000,73.000000,a,73.000000
854,285.000000,195.000000,73.000000,a,73.000000
855,285.000000,195.000000,73.000000,a,73.000000
856,285.000000,195.000000,73.000000,a,73.000000
857,285.000000,195.000000,73.000000,a,73.000000
858,285.000000,195.000000,73.000000,a,73.000000
859,285.000000,195.000000,73.000000,a,73.000000
860,285.000000,195.000000,73.000000,a,73.000000
861,285.000000,195.000000,73.000000,a,73.000000
862,285.000000,195.000000,73.000000,a,73.000000
863,285.000000,195.000000,73.000000,a,73.000000
864,285.000000,195.000000,73.000000,a,73.000000
865,285.000000,195.000000,73.000000,a,73.000000
866,285.000000,195.000000,73.000000,a,73.000000
867,285.000000,195.000000,73.000000,a,73.000000
868,285.000000,195.000000,73.000000,a,73.000000
869,285.000000,195.000000,73.000000,a,73.000000
870,285.000000,195.000000,73.000000,a,73.000000
871,285.000000,195.000000,73.000000,a,73.000000
872,285.000000,195.000000,73.000000,a,73.000000
873,285.000000,195.000000,73.000000,a,73.000000
874,285.000000,195.000000,73.000000,a,73.000000
875,285.000000,195.000000,73.000000,a,73.000000
876,285.000000,195.000000,73.000000,a,73.000000
877,285.000000,195.000000,73.000000,a,73.000000
878,285.000000,195.000000,73.000000,a,73.000000
879,285.000000,195.000000,73.000000,a,73.000000
880,285.000000,195.000000,73.000000,a,73.000000
881,285.000000,195.000000,73.000000,a,73.000000
882,285.000000,195.000000,73.000000,a,73.000000
883,285.000000,195.000000,73.000000,a,73.000000
884,285.000000,195.000000,73.000000,a,73.000000
885,285.000000,195.000000,73.000000,a,73.000000
886,285.000000,195.000000,73.000000,a,73.000000
887,285.000000,195.000000,73.000000,a,73.000000
888,285.000000,195.000000,73.000000,a,73.000000
889,285.000000,195.000000,73.000000,a,73.000000
890,285.000000,195.000000,73.000000,a,73.000000
891,285.000000,195.000000,73.000000,a,73.000000
892,285.000000,195.000000,73.000000,a,73.000000
893,285.000000,195.000000,73.000000,a,73.000000
894,285.000000,195.000000,73.000000,a,73.000000
895,285.000000,195.000000,73.000000,a,73.000000
896,285.000000,195.000000,73.000000,a,73.000000
897,285.000000,195.000000,73.000000,a,73.000000
898,285.000000,195.000000,73.000000,a,73.000000
899,285.000000,195.000000,73.000000,a,73.000000
900,285.000000,195.000000,73.000000,a,73.000000
901,285.000000,195.000000,73.000000,a,73.000000
902,285.000000,195.000000,73.000000,a,73.000000
903,285.000000,195.000000,73.000000,a,73.000000
904,285.000000,195.000000,73.000000,a,73.000000
905,285.000000,195.000000,73.000000,a,73.000000
906,285.000000,195.000000,73.000000,a,73.000000
907,285.000000,195.000000,73.000000,a,73.000000
908,285.000000,195.000000,73.000000,a,73.000000
909,285.000000,195.000000,73.000000,a,73.000000
910,285.000000,195.000000,73.000000,a,73.000000
911,285.000000,195.000000,73.000000,a,73.000000
912,285.000000,195.000000,73.000000,a,73.000000
913,285.000000,195.000000,73.000000,a,73.000000
914,285.000000,195.000000,73.000000,a,73.000000
915,285.000000,195.000000,73.000000,a,73.000000
916,285.000000,195.000000,73.000000,a,73.000000
917,285.000000,195.000000,73.000000,a,73.000000
918,285.000000,195.000000,73.000000,a,73.000000
919,285.000000,195.000000,73.000000,a,73.000000
920,285.000000,195.000000,73.000000,a,73.000000
921,285.000000,195.000000,73.000000,a,73.000000
922,285.000000,195.000000,73.000000,a,73.000000
923,285.000000,195.000000,73.000000,a,73.000000
924,285.000000,195.000000,73.000000,a,73.000000
925,285.000000,195.000000,73.000000,a,73.000000
926,285.000000,195.000000,73.000000,a,73.000000
927,285.000000,195.000000,73.000000,a,73.000000
928,285.000000,195.000000,73.000000,a,73.000000
929,285.000000,195.000000,73.000000,a,73.000000
930,285.000000,195.000000,73.000000,a,73.000000
931,285.000000,195.000000,73.000000,a,73.000000
932,285.000000,195.000000,73.000000,a,73.000000
933,285.000000,195.000000,73.000000,a,73.000000
934,285.000000,195.000000,73.000000,a,73.000000
935,285.000000,195.000000,73.000000,a,73.000000
936,285.000000,195.000000,73.000000,a,73.000000
937,285.000000,195.000000,73.000000,a,73.000000
938,285.000000,195.000000,73.000000,a,73.000000
939,285.000000,195.000000,73.000000,a,73.000000
940,285.000000,195.000000,73.000000,a,73.000000
941,285.000000,195.000000,73.000000,a,73.000000
942,285.000000,195.000000,73.000000,a,73.000000
943,285.000000,195.000000,73.000000,a,73.000000
944,285.000000,195.000000,73.000000,a,73.000000
945,285.000000,195.000000,73.000000,a,73.000000
946,285.000000,195.000000,73.000000,a,73.000000
947,285.000000,195.000000,73.000000,a,73.000000
948,285.000000,195.000000,73.000000,a,73.000000
949,285.000000,195.000000,73.000000,a,73.000000
950,285.000000,195.000000,73.000000,a,73.000000
951,285.000000,195.000000,73.000000,a,73.000000
952,285.000000,195.000000,73.000000,a,73.000000
953,285.000000,195.000000,73.000000,a,73.000000
954,285.000000,195.000000,73.000000,a,73.000000
955,285.000000,195.000000,73.000000,a,73.000000
956,285.000000,195.000000,73.000000,a,73.000000
957,285.000000,195.000000,73.000000,a,73.000000
958,285.000000,195.000000,73.000000,a,73.000000
959,285.000000,195.000000,73.000000,a,73.000000
960,285.000000,195.000000,73.000000,a,73.000000
961,285.000000,195.000000,73.000000,a,73.000000
962,285.000000,195.000000,73.000000,a,73.000000
963,285.000000,195.000000,73.000000,a,73.000000
964,285.000000,195.000000,73.000000,a,73.000000
965,285.000000,195.000000,73.000000,a,73.000000
966,285.000000,195.000000,73.000000,a,73.000000
967,285.000000,195.000000,73.000000,a,73.000000
968,285.000000,195.000000,73.000000,a,73.000000
969,285.000000,195.000000,73.000000,a,73.000000
970,285.000000,195.000000,73.000000,a,73.000000
971,285.000000,195.000000,73.000000,a,73.000000
972,285.000000,195.000000,73.000000,a,73.000000
973,285.000000,195.000000,73.000000,a,73.000000
974,285.000000,195.000000,73.000000,a,73.000000
975,285.000000,195.000000,73.000000,a,73.000000
976,285.000000,195.000000,73.000000,a,73.000000
977,285.000000,195.000000,73.000000,a,73.000000
978,285.000000,195.000000,73.000000,a,73.000000
979,285.000000,195.000000,73.000000,a,73.000000
980,285.000000,195.000000,73.000000,a,73.000000
981,285.000000,195.000000,73.000000,a,73.000000
982,285.000000,195.000000,73.000000,a,73.000000
983,285.000000,195.000000,73.000000,a,73.000000
984,285.000000,195.000000,73.000000,a,73.000000
985,285.000000,195.000000,73.000000,a,73.000000
986,285.000000,195.000000,73.000000,a,73.000000
987,285.000000,195.000000,73.000000,a,73.000000
988,285.000000,195.000000,73.000000,a,73.000000
989,285.000000,195.000000,73.000000,a,73.000000
990,285.000000,195.000000,73.000000,a,73.000000
991,285.000000,195.000000,73.000000,a,73.000000
992,285.000000,195.000000,73.000000,a,73.000000
993,285.000000,195.000000,73.000000,a,73.000000
994,285.000000,195.000000,73.000000,a,73.000000
995,285.000000,195.000000,73.000000,a,73.000000
996,285.000000,195.000000,73.000000,a,73.000000
997,285.000000,195.000000,73.000000,a,73.000000
998,285.000000,195.000000,73.000000,a,73.000000
