generation,score
697,1654.293323
698,1654.293323
699,1654.293323
700,1654.293323
701,1654.293323
702,1654.293323
703,1654.293323
704,1654.293323
705,1654.293323
706,1654.293323
707,1654.293323
708,1654.293323
709,1654.293323
710,1654.293323
711,1654.293323
712,1654.293323
713,1654.293323
714,1654.293323
715,1654.293323
716,1654.293323
717,1654.293323
718,1654.293323
719,1654.293323
720,1654.293323
721,1654.293323
722,1654.293323
723,1654.293323
724,1654.293323
725,1654.293323
726,1654.293323
727,1654.293323
728,1654.293323
729,1654.293323
730,1654.293323
731,1654.293323
732,1654.293323
733,1654.293323
734,1654.293323
735,1654.293323
736,1654.293323
737,1654.293323
738,1654.293323
739,1654.293323
740,1654.293323
741,1654.293323
742,1654.293323
743,1654.293323
744,1654.293323
745,1654.293323
746,1654.293323
747,1654.293323
748,1654.293323
749,1654.293323
750,1654.293323
751,1654.293323
752,1654.293323
753,1654.293323
754,1654.293323
755,1654.293323
756,1654.293323
757,1654.293323
758,1654.293323
759,1654.293323
760,1654.293323
761,1654.293323
762,1654.293323
763,1654.293323
764,1654.293323
765,1654.293323
766,1654.293323
767,1654.293323
768,1654.293323
769,1654.293323
770,1654.293323
771,1654.293323
772,1654.293323
773,1654.293323
774,1654.293323
775,1654.293323
776,1654.293323
777,1654.293323
778,1654.293323
779,1654.293323
780,1654.293323
781,1654.293323
782,1654.293323
783,1654.293323
784,1654.293323
785,1654.293323
786,1654.293323
787,1654.293323
788,1654.293323
789,1654.293323
790,1654.293323
791,1654.293323
792,1654.293323
793,1654.293323
794,1654.293323
795,1654.293323
796,1654.293323
797,1654.293323
798,1654.293323
799,1654.293323
800,1654.293323
801,1654.293323
802,1654.293323
803,1654.293323
804,1654.293323
805,1654.293323
806,1654.293323
807,1654.293323
808,1654.293323
809,1654.293323
810,1654.293323
811,1654.293323
812,1654.293323
813,1654.293323
814,1654.293323
815,1654.293323
816,1654.293323
817,1654.293323
818,1654.293323
819,1654.293323
820,1654.293323
821,1654.293323
822,1654.293323
823,1654.293323
824,1654.293323
825,1654.293323
826,1654.293323
827,1654.293323
828,1654.293323
829,1654.293323
830,1654.293323
831,1654.293323
832,1654.293323
833,1654.293323
834,1654.293323
835,1654.293323
836,1654.293323
837,1654.293323
838,1654.293323
839,1654.293323
840,1654.293323
841,1654.293323
842,1654.293323
843,1654.293323
844,1654.293323
845,1654.293323
846,1654.293323
847,1654.293323
848,1654.293323
849,1654.293323
850,1654.293323
851,1654.293323
852,1654.293323
853,1654.293323
854,1654.293323
855,1654.293323
856,1654.293323
857,1654.293323
858,1654.293323
859,1654.293323
860,1654.293323
861,1654.293323
862,1654.293323
863,1654.293323
864,1654.293323
865,1654.293323
866,1654.293323
867,1654.293323
868,1654.293323
869,1654.293323
870,1654.293323
871,1654.293323
872,1654.293323
873,1654.293323
874,1654.293323
875,1654.293323
876,1654.293323
877,1654.293323
878,1654.293323
879,1654.293323
880,1654.293323
881,1654.293323
882,1654.293323
883,1654.293323
884,1654.293323
885,1654.293323
886,1654.293323
887,1654.293323
888,1654.293323
889,1654.293323
890,1654.293323
891,1654.293323
892,1654.293323
893,1654.293323
894,1654.293323
895,1654.293323
896,1654.293323
897,1654.293323
898,1654.293323
899,1654.293323
900,1654.293323
901,1654.293323
902,1654.293323
903,1654.293323
904,1654.293323
905,1654.293323
906,1654.293323
907,1654.293323
908,1654.293323
909,1654.293323
910,1654.293323
911,1654.293323
912,1654.293323
913,1654.293323
914,1654.293323
915,1654.293323
916,1654.293323
917,1654.293323
918,1654.293323
919,1654.293323
920,1654.293323
921,1654.293323
922,1654.293323
923,1654.293323
924,1654.293323
925,1654.293323
926,1654.293323
927,1654.293323
928,1654.293323
929,1654.293323
930,1654.293323
931,1654.293323
932,1654.293323
933,1654.293323
934,1654.293323
935,1654.293323
936,1654.293323
937,1654.293323
938,1654.293323
939,1654.293323
940,1654.293323
941,1654.293323
942,1654.293323
943,1654.293323
944,1654.293323
945,1654.293323
946,1654.293323
947,1654.293323
948,1654.293323
949,1654.293323
950,1654.293323
951,1654.293323
952,1654.293323
953,1654.293323
954,1654.293323
955,1654.293323
956,1654.293323
957,1654.293323
958,1654.293323
959,1654.293323
960,1654.293323
961,1654.293323
962,1654.293323
963,1654.293323
964,1654.293323
965,1654.293323
966,1654.293323
967,1654.293323
968,1654.293323
969,1654.293323
970,1654.293323
971,1654.293323
972,1654.293323
973,1654.293323
974,1654.293323
975,1654.293323
976,1654.293323
977,1654.293323
978,1654.293323
979,1654.293323
980,1654.293323
981,1654.293323
982,1654.293323
983,1654.293323
984,1654.293323
985,1654.293323
986,1654.293323
987,1654.293323
988,1654.293323
989,1654.293323
990,1654.293323
991,1654.293323
992,1654.293323
993,1654.293323
994,1654.293323
995,1654.293323
996,1654.293323
997,1654.293323
998,1654.293323
